0.060000	3931.920410
0.120000	3941.320557
0.180000	3951.174561
0.240000	3961.475586
0.300000	3972.216797
0.360000	3983.391602
0.420000	3994.992676
0.480000	4007.012939
0.540000	4019.422607
0.600000	4032.237793
0.660000	4045.450684
0.720000	4059.054199
0.780000	4073.013916
0.840000	4087.348633
0.900000	4102.018555
0.960000	4117.048340
1.020000	4132.429688
1.080000	4148.154785
1.140000	4164.192871
1.200000	4180.558105
1.260000	4197.241699
1.320000	4214.234375
1.380000	4231.527344
1.440000	4249.110352
1.500000	4266.973633
1.559999	4285.105469
1.619999	4303.494629
1.679999	4322.127930
1.739999	4340.992188
1.799999	4360.072754
1.859999	4379.355469
1.919999	4398.824707
1.979999	4418.465332
2.039999	4438.261230
2.099999	4458.195801
2.159999	4478.253906
2.219999	4498.417969
2.279999	4518.671875
2.339999	4538.987793
2.399999	4559.360352
2.459999	4579.773926
2.519999	4600.211914
2.579998	4620.658691
2.639998	4641.098145
2.699998	4661.515625
2.759998	4681.895020
2.819998	4702.222656
2.879998	4722.484375
2.939998	4742.666016
2.999998	4762.754395
3.059998	4782.736816
3.119998	4802.579102
3.179998	4822.279785
3.239998	4841.839355
3.299998	4861.246094
3.359998	4880.489746
3.419998	4899.560547
3.479998	4918.447754
3.539998	4937.143555
3.599998	4955.623047
3.659997	4973.893555
3.719997	4991.945801
3.779997	5009.772461
3.839997	5027.366699
3.899997	5044.720215
3.959997	5061.826660
4.019997	5078.679199
4.079997	5095.272461
4.139997	5111.599609
4.199997	5127.654785
4.259997	5143.433594
4.319997	5158.930176
4.379997	5174.139648
4.439997	5189.057617
4.499997	5203.679199
4.559997	5218.000488
4.619997	5232.017090
4.679996	5245.725586
4.739996	5259.122070
4.799996	5272.203125
4.859996	5284.965820
4.919996	5297.406738
4.979996	5309.522949
5.039996	5321.312012
5.099996	5332.771484
5.159996	5343.898438
5.219996	5354.691406
5.279996	5365.147461
5.339996	5375.265625
5.399996	5385.043457
5.459996	5394.479492
5.519996	5403.572754
5.579996	5412.321289
5.639996	5420.714844
5.699996	5428.762695
5.759995	5436.463867
5.819995	5443.816895
5.879995	5450.821777
5.939995	5457.478027
5.999995	5463.784668
6.059995	5469.741211
6.119995	5475.338379
6.179995	5480.584961
6.239995	5485.481445
6.299995	5490.027832
6.359995	5494.224609
6.419995	5498.071289
6.479995	5501.568848
6.539995	5504.717285
6.599995	5507.517090
6.659995	5509.968750
6.719995	5512.072754
6.779994	5513.830078
6.839994	5515.241211
6.899994	5516.307129
6.959994	5517.028320
7.019994	5517.405762
7.079994	5517.439941
7.139994	5517.132812
7.199994	5516.483887
7.259994	5515.495605
7.319994	5514.168457
7.379994	5512.503418
7.439994	5510.501465
7.499994	5508.133301
7.559994	5505.429688
7.619994	5502.365234
7.679994	5498.964355
7.739994	5495.227051
7.799994	5491.152344
7.859993	5486.740723
7.919993	5481.992676
7.979993	5476.909180
8.039993	5471.491699
8.099994	5465.740723
8.159994	5459.657715
8.219995	5453.243652
8.279995	5446.499512
8.339995	5439.426758
8.399996	5432.025879
8.459996	5424.297852
8.519997	5416.244141
8.579997	5407.865723
8.639997	5399.163086
8.699998	5390.137207
8.759998	5380.789551
8.819999	5371.120117
8.879999	5361.130859
8.940000	5350.822266
9.000000	5340.197754
9.060000	5329.255859
9.120001	5317.998047
9.180001	5306.424805
9.240002	5294.537109
9.300002	5282.336426
9.360003	5269.824219
9.420003	5257.000488
9.480003	5243.867188
9.540004	5230.425293
9.600004	5216.675293
9.660005	5202.618652
9.720005	5188.255371
9.780005	5173.585449
9.840006	5158.609863
9.900006	5143.327637
9.960007	5127.738770
10.020007	5111.842773
10.080008	5095.640137
10.140008	5079.131836
10.200008	5062.318359
10.260009	5045.200195
10.320009	5027.778809
10.380010	5010.055664
10.440010	4992.032227
10.500010	4973.709473
10.560011	4955.089355
10.620011	4936.173340
10.680012	4916.962891
10.740012	4897.459961
10.800013	4877.665527
10.860013	4857.582031
10.920013	4837.210938
10.980014	4816.553711
11.040014	4795.612793
11.100015	4774.389648
11.160015	4752.885742
11.220016	4731.104492
11.280016	4709.046875
11.340016	4686.715332
11.400017	4664.112305
11.460017	4641.240234
11.520018	4618.101562
11.580018	4594.698730
11.640018	4571.034180
11.700019	4547.110840
11.760019	4522.932129
11.820020	4498.500977
11.880020	4473.819824
11.940021	4448.893066
12.000021	4423.723633
12.060021	4398.315430
12.120022	4372.672852
12.180022	4346.798828
12.240023	4320.699219
12.300023	4294.377930
12.360023	4267.839355
12.420024	4241.089355
12.480024	4214.133301
12.540025	4186.977051
12.600025	4159.626953
12.660026	4132.089355
12.720026	4104.371582
12.780026	4076.481201
12.840027	4048.426270
12.900027	4020.216309
12.960028	3991.860107
13.020028	3963.368164
13.080029	3934.752197
13.140029	3906.023926
13.200029	3877.197021
13.260030	3848.286133
13.320030	3819.306885
13.380031	3790.277344
13.440031	3761.216797
13.500031	3732.146484
13.560032	3703.090088
13.620032	3674.073242
13.680033	3645.124512
13.740033	3616.274658
13.800034	3587.557129
13.860034	3559.008057
13.920034	3530.664795
13.980035	3502.567383
14.040035	3474.756592
14.100036	3447.272705
14.160036	3420.156494
14.220037	3393.448486
14.280037	3367.183105
14.340037	3341.372070
14.400038	3316.044678
14.460038	3291.233398
14.520039	3266.967773
14.580039	3243.275635
14.640039	3220.184082
14.700040	3197.720215
14.760040	3175.909912
14.820041	3154.778076
14.880041	3134.348633
14.940042	3114.642578
15.000042	3095.668945
15.060042	3077.422119
15.120043	3059.886719
15.180043	3043.059570
15.240044	3026.939209
15.300044	3011.517090
15.360044	2996.781494
15.420045	2982.717529
15.480045	2969.302979
15.540046	2956.507568
15.600046	2944.310059
15.660047	2932.694824
15.720047	2921.644775
15.780047	2911.145020
15.840048	2901.181396
15.900048	2891.741455
15.960049	2882.814209
16.020048	2874.391602
16.080048	2866.465820
16.140047	2859.030029
16.200047	2852.075928
16.260046	2845.570557
16.320045	2839.541992
16.380045	2833.994629
16.440044	2828.935547
16.500044	2824.374023
16.560043	2820.321533
16.620043	2816.793213
16.680042	2813.806885
16.740042	2811.383789
16.800041	2809.549072
16.860041	2808.331055
16.920040	2807.759766
16.980040	2807.865234
17.040039	2808.675537
17.100039	2810.223633
17.160038	2812.552734
17.220037	2815.707520
17.280037	2819.730957
17.340036	2824.661377
17.400036	2830.521484
17.460035	2837.339600
17.520035	2845.106201
17.580034	2853.831543
17.640034	2863.513672
17.700033	2874.139404
17.760033	2885.687744
17.820032	2898.130371
17.880032	2911.420166
17.940031	2925.485840
18.000031	2940.278320
18.060030	2955.742432
18.120029	2971.819092
18.180029	2988.448975
18.240028	3005.573975
18.300028	3023.139893
18.360027	3041.096924
18.420027	3059.400146
18.480026	3078.010010
18.540026	3096.892090
18.600025	3116.016846
18.660025	3135.359131
18.720024	3154.897461
18.780024	3174.614258
18.840023	3194.495605
18.900023	3214.530273
18.960022	3234.709961
19.020021	3255.029785
19.080021	3275.486572
19.140020	3296.080322
19.200020	3316.812744
19.260019	3337.687988
19.320019	3358.711670
19.380018	3379.891602
19.440018	3401.235840
19.500017	3422.753906
19.560017	3444.455322
19.620016	3466.350098
19.680016	3488.448486
19.740015	3510.761719
19.800014	3533.291504
19.860014	3556.030518
19.920013	3578.991211
19.980013	3602.189697
20.040012	3625.646240
20.100012	3649.387207
20.160011	3673.447266
20.220011	3697.869629
20.280010	3722.705322
20.340010	3748.008545
20.400009	3773.828125
20.460009	3800.197754
20.520008	3827.128418
20.580008	3854.552734
20.640007	3882.420654
20.700006	3910.662109
20.760006	3939.197754
20.820005	3967.947998
20.880005	3996.840820
20.940004	4025.812988
21.000004	4054.811523
21.060003	4083.791748
21.120003	4112.716309
21.180002	4141.554199
21.240002	4170.280273
21.300001	4198.871582
21.360001	4227.310059
21.420000	4255.580078
21.480000	4283.666992
21.539999	4311.559082
21.599998	4339.245605
21.659998	4366.716797
21.719997	4393.963867
21.779997	4420.979004
21.839996	4447.755371
21.899996	4474.285645
21.959995	4500.564453
22.019995	4526.585938
22.079994	4552.344238
22.139994	4577.835449
22.199993	4603.054199
22.259993	4627.996582
22.319992	4652.657715
22.379992	4677.034180
22.439991	4701.122559
22.499990	4724.918457
22.559990	4748.419434
22.619989	4771.621582
22.679989	4794.504883
22.739988	4817.083496
22.799988	4839.354492
22.859987	4861.315430
22.919987	4882.963379
22.979986	4904.289062
23.039986	4925.297363
23.099985	4945.985840
23.159985	4966.352539
23.219984	4986.395020
23.279984	5006.111328
23.339983	5025.499512
23.399982	5044.513672
23.459982	5063.196777
23.519981	5081.545898
23.579981	5099.560547
23.639980	5117.239258
23.699980	5134.579590
23.759979	5151.581055
23.819979	5168.241211
23.879978	5184.560059
23.939978	5200.535156
23.999977	5216.166016
24.059977	5231.451172
24.119976	5246.390137
24.179976	5260.980957
24.239975	5275.223145
24.299974	5289.116211
24.359974	5302.658691
24.419973	5315.849609
24.479973	5328.688477
24.539972	5341.174805
24.599972	5353.307617
